name,index,Age,weight_class,height_cm,reach_cm,ape_index,Number_of_fights,win_percentage,O_SLpM,O_StrPct,D_SApM,D_StrPct,O_TdAvg,O_TdAcc,O_SubAvg,D_TdPct,weight
Tonya Evinger,2208,40,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,27,0.7037037037037037,1.16,0.42,4.02,0.38,0.93,0.3,0.9,0.33,135
Dan Evensen,2209,47,Heavyweight 265 lb,190.0,190.0,1.0,15,0.7333333333333333,0.27,0.1,3.86,0.38,0.0,0.0,4.0,0.0,250
Ashlee Evans-Smith,2210,34,Bantamweight 135 lb,173.0,170.0,0.9826589595375722,11,0.5454545454545454,4.54,0.34,4.69,0.55,1.1,0.23,0.0,0.66,135
Doug Evans,2211,41,Lightweight 155 lb,175.0,175.0,1.0,23,0.5652173913043478,1.79,0.35,2.55,0.55,3.19,0.83,0.6,0.69,155
Rashad Evans,2212,42,Light Heavyweight 205 lb,183.0,190.0,1.0382513661202186,28,0.6785714285714286,2.14,0.37,2.42,0.63,2.98,0.44,0.0,0.73,205
Billy Evangelista,2213,41,Lightweight 155 lb,173.0,173.0,1.0,16,0.8125,4.51,0.4,3.96,0.61,1.6,0.19,0.2,0.61,155
Sijara Eubanks,2214,36,Flyweight 125 lb,163.0,170.0,1.0429447852760736,15,0.5333333333333333,4.3,0.43,3.43,0.57,1.9,0.44,0.3,0.66,125
Terry Etim,2215,36,Lightweight 155 lb,185.0,185.0,1.0,21,0.7619047619047619,2.16,0.35,2.53,0.67,0.43,0.3,1.4,0.39,155
Achilles Estremadura,2216,29,Lightweight 155 lb,178.0,173.0,0.9719101123595506,8,0.875,3.2,0.43,3.27,0.7,0.0,0.0,0.0,0.0,155
Jodie Esquibel,2217,35,Strawweight 115 lb,155.0,163.0,1.0516129032258064,12,0.5,4.1,0.31,7.37,0.52,0.75,0.21,0.0,0.83,115
Jordan Espinosa,2218,32,Flyweight 125 lb,168.0,175.0,1.0416666666666667,24,0.625,4.22,0.52,2.94,0.57,0.75,0.28,0.2,0.7,125
Juan Espino,2219,41,Heavyweight 265 lb,190.0,203.0,1.068421052631579,13,0.8461538461538461,2.38,0.7,1.95,0.4,8.93,0.78,2.4,0.5,255
Carla Esparza,2220,34,Strawweight 115 lb,155.0,160.0,1.032258064516129,25,0.76,2.34,0.43,2.75,0.53,3.53,0.37,0.3,0.48,115
Efrain Escudero,2221,36,Lightweight 155 lb,175.0,180.0,1.0285714285714285,40,0.7,2.92,0.44,2.3,0.63,1.31,0.4,0.8,0.66,155
Cole Escovedo,2222,40,Bantamweight 135 lb,170.0,183.0,1.076470588235294,26,0.6538461538461539,1.77,0.43,4.32,0.49,0.43,0.33,0.0,0.13,135
Eric Esch,2223,53,Super Heavyweight,180.0,180.0,1.0,26,0.5769230769230769,3.07,0.71,1.74,0.43,0.0,0.0,2.0,0.0,350
Julian Erosa,2224,32,Featherweight 145 lb,185.0,188.0,1.0162162162162163,37,0.7297297297297297,6.29,0.48,6.51,0.48,1.69,0.52,0.8,0.61,145
Konstantin Erokhin,2225,39,Heavyweight 265 lb,180.0,180.0,1.0,12,0.75,1.07,0.36,1.83,0.47,0.0,0.0,0.0,0.7,230
Andy Enz,2226,30,Middleweight 185 lb,190.0,198.0,1.0421052631578946,14,0.7142857142857143,3.51,0.23,5.32,0.57,0.0,0.0,0.0,0.58,185
Ian Entwistle,2227,35,Bantamweight 135 lb,165.0,165.0,1.0,12,0.75,0.11,0.07,7.36,0.31,0.0,0.0,12.1,0.0,135
Oliver Enkamp,2228,30,Welterweight 170 lb,183.0,196.0,1.0710382513661203,9,0.7777777777777778,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,170
Kolton Englund,2229,28,Lightweight 155 lb,178.0,175.0,0.9831460674157303,13,0.6923076923076923,2.31,0.25,11.54,0.4,0.0,0.0,0.0,0.0,155
Marius Enache,2230,46,Lightweight 155 lb,180.0,180.0,1.0,6,0.5,1.71,0.34,0.66,0.84,3.94,1.0,3.9,0.0,155
Josh Emmett,2231,37,Featherweight 145 lb,168.0,178.0,1.0595238095238095,19,0.8947368421052632,4.28,0.39,4.1,0.62,1.25,0.47,0.1,0.58,145
Jamall Emmers,2232,32,Featherweight 145 lb,178.0,188.0,1.0561797752808988,24,0.75,5.73,0.53,4.44,0.55,2.76,0.53,0.4,1.0,145
Rob Emerson,2233,40,Lightweight 155 lb,175.0,178.0,1.0171428571428571,30,0.6,2.5,0.3,2.83,0.64,2.02,0.52,0.4,0.65,155
Fedor Emelianenko,2234,45,Heavyweight 265 lb,183.0,188.0,1.0273224043715847,41,0.8780487804878049,3.18,0.51,1.0,0.63,2.0,0.63,1.9,0.82,230
Aleksander Emelianenko,2235,40,Heavyweight 265 lb,198.0,198.0,1.0,30,0.7666666666666667,2.75,0.41,1.7,0.65,2.32,0.72,0.9,0.66,255
Ramazan Emeev,2236,34,Welterweight 170 lb,178.0,193.0,1.0842696629213484,25,0.8,2.52,0.45,2.02,0.66,2.29,0.29,0.6,0.66,170
Aaron Ely,2237,32,Bantamweight 135 lb,173.0,173.0,1.0,7,0.7142857142857143,0.82,0.15,0.66,0.69,2.47,1.0,4.9,0.5,135
Cameron Else,2238,34,Bantamweight 135 lb,175.0,180.0,1.0285714285714285,15,0.6666666666666666,1.92,0.36,5.58,0.58,0.0,0.0,0.0,0.0,135
Anna Elmose,2239,37,Strawweight 115 lb,160.0,160.0,1.0,5,0.6,3.68,0.49,4.64,0.56,0.0,0.0,0.0,0.33,115
Lisa Ellis,2240,39,Strawweight 115 lb,163.0,163.0,1.0,26,0.5769230769230769,1.68,0.48,2.32,0.57,4.19,0.63,0.6,0.5,115
Tim Elliott,2241,35,Flyweight 125 lb,170.0,168.0,0.9882352941176471,31,0.5806451612903226,3.45,0.44,2.63,0.57,3.79,0.45,1.1,0.56,125
Joe Ellenberger,2242,36,Lightweight 155 lb,175.0,183.0,1.0457142857142858,17,0.8823529411764706,1.62,0.47,3.45,0.48,3.17,0.4,1.1,0.0,155
Jake Ellenberger,2243,36,Welterweight 170 lb,175.0,180.0,1.0285714285714285,46,0.6739130434782609,2.47,0.39,2.83,0.6,2.04,0.47,0.4,0.86,170
Darren Elkins,2244,37,Featherweight 145 lb,178.0,180.0,1.0112359550561798,37,0.7297297297297297,3.44,0.38,3.09,0.52,2.65,0.32,1.1,0.56,145
Saul Elizondo,2245,36,Bantamweight 135 lb,170.0,170.0,1.0,14,0.42857142857142855,2.07,0.3,4.93,0.48,2.0,1.0,1.0,0.66,135
Jon Olav Einemo,2246,46,Heavyweight 265 lb,198.0,198.0,1.0,9,0.6666666666666666,2.15,0.52,3.05,0.52,1.73,0.55,0.0,0.43,253
Justin Eilers,2247,43,Heavyweight 265 lb,185.0,185.0,1.0,27,0.7037037037037037,2.86,0.43,5.66,0.49,0.82,0.25,0.0,0.5,235
Stephanie Egger,2248,33,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,9,0.7777777777777778,1.69,0.52,1.69,0.54,2.87,0.41,0.6,0.33,135
Joselyne Edwards,2249,26,Bantamweight 135 lb,173.0,178.0,1.0289017341040463,14,0.7142857142857143,3.47,0.54,2.96,0.44,0.33,0.16,0.3,0.47,135
Te Edwards,2250,31,Lightweight 155 lb,173.0,183.0,1.0578034682080926,9,0.6666666666666666,1.5,0.41,4.15,0.44,0.72,1.0,0.0,0.44,155
Leon Edwards,2251,30,Welterweight 170 lb,188.0,188.0,1.0,22,0.8636363636363636,2.62,0.49,2.15,0.55,1.48,0.35,0.3,0.7,170
Justin Edwards,2252,39,Lightweight 155 lb,178.0,178.0,1.0,14,0.6428571428571429,2.68,0.42,3.32,0.51,2.14,0.26,1.0,0.27,155
Yves Edwards,2253,45,Lightweight 155 lb,175.0,185.0,1.0571428571428572,65,0.6461538461538462,2.91,0.42,2.34,0.66,0.76,0.53,0.7,0.69,155
Johnny Eduardo,2254,43,Bantamweight 135 lb,170.0,180.0,1.0588235294117647,41,0.6829268292682927,2.95,0.39,3.22,0.63,0.22,0.2,0.4,0.58,135
Abdul-Kerim Edilov,2255,30,Light Heavyweight 205 lb,188.0,188.0,1.0,21,0.8095238095238095,10.22,0.61,0.13,0.92,3.98,1.0,2.0,0.0,205
Frankie Edgar,2256,40,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,34,0.6764705882352942,3.79,0.4,2.81,0.66,2.3,0.31,0.3,0.65,135
Mark Eddiva,2257,36,Featherweight 145 lb,173.0,173.0,1.0,9,0.6666666666666666,3.37,0.45,2.98,0.54,1.45,0.22,0.0,0.63,145
Brian Ebersole,2258,41,Welterweight 170 lb,183.0,185.0,1.010928961748634,70,0.7285714285714285,2.32,0.49,2.14,0.56,1.7,0.23,0.1,0.61,170
Ross Ebanez,2259,46,Lightweight 155 lb,175.0,175.0,1.0,30,0.6666666666666666,0.74,0.5,0.74,0.62,3.7,1.0,0.0,0.0,154
Mike Easton,2260,38,Bantamweight 135 lb,168.0,178.0,1.0595238095238095,19,0.6842105263157895,3.51,0.37,4.28,0.61,0.75,0.22,0.0,0.66,135
Marvin Eastman,2261,50,Middleweight 185 lb,175.0,185.0,1.0571428571428572,34,0.5294117647058824,2.21,0.35,3.92,0.42,1.38,0.33,0.0,0.81,185
Cody East,2262,33,Heavyweight 265 lb,190.0,190.0,1.0,15,0.8,4.15,0.43,7.32,0.4,3.97,1.0,0.0,0.16,245
Ricardo Funch,2263,41,Welterweight 170 lb,178.0,188.0,1.0561797752808988,15,0.6,2.61,0.65,3.57,0.4,1.24,0.18,0.0,0.6,170
Masakatsu Funaki,2264,52,Middleweight 185 lb,183.0,183.0,1.0,54,0.7222222222222222,1.82,0.68,2.92,0.35,0.0,0.0,5.5,0.0,185
Masio Fullen,2265,35,Featherweight 145 lb,178.0,178.0,1.0,18,0.6111111111111112,2.46,0.32,3.5,0.54,0.47,0.33,0.0,0.69,145
Riki Fukuda,2266,41,Middleweight 185 lb,183.0,185.0,1.010928961748634,33,0.7272727272727273,4.24,0.43,3.71,0.64,2.17,0.43,0.0,0.7,185
Kazuyuki Fujita,2267,51,Heavyweight 265 lb,183.0,183.0,1.0,27,0.5555555555555556,1.05,0.49,1.99,0.52,2.78,0.36,0.6,0.85,235
Megumi Fujii,2268,47,Strawweight 115 lb,160.0,160.0,1.0,29,0.896551724137931,2.4,0.42,0.0,1.0,0.0,0.0,12.0,0.0,113
Katsuhisa Fujii,2269,49,Light Heavyweight 205 lb,183.0,183.0,1.0,28,0.32142857142857145,4.0,0.5,4.43,0.64,2.14,0.25,2.1,0.5,205
Jesse Fujarczyk,2270,39,Heavyweight 265 lb,193.0,193.0,1.0,4,0.5,1.03,0.33,4.91,0.38,0.0,0.0,0.0,0.25,225
Tony Fryklund,2271,50,Middleweight 185 lb,183.0,183.0,1.0,24,0.5833333333333334,3.49,0.39,6.5,0.43,0.0,0.0,0.5,0.66,185
Don Frye,2272,56,Heavyweight 265 lb,185.0,185.0,1.0,30,0.6666666666666666,2.87,0.64,3.57,0.37,0.91,0.57,0.7,0.45,219
Sarah Frota,2273,34,Flyweight 125 lb,168.0,175.0,1.0416666666666667,11,0.8181818181818182,4.52,0.52,2.57,0.55,0.0,0.0,0.0,0.53,125
Jinh Yu Frey,2274,36,Strawweight 115 lb,160.0,165.0,1.03125,17,0.6470588235294118,2.86,0.44,4.06,0.52,0.78,0.37,0.5,0.9,115
Matt Frevola,2275,31,Lightweight 155 lb,175.0,180.0,1.0285714285714285,13,0.6923076923076923,3.43,0.41,3.47,0.59,2.47,0.37,1.0,0.42,155
Mike French,2276,46,Featherweight 145 lb,178.0,178.0,1.0,19,0.47368421052631576,0.23,0.23,2.17,0.42,0.0,0.0,1.0,0.22,145
Clay French,2277,41,Welterweight 170 lb,170.0,170.0,1.0,26,0.7307692307692307,1.52,0.5,1.27,0.16,0.0,0.0,0.0,1.0,161
Donavon Frelow,2278,37,Bantamweight 135 lb,170.0,170.0,1.0,9,0.6666666666666666,2.4,0.27,3.2,0.52,1.0,1.0,0.0,0.26,135
Patricky Freire,2279,35,Lightweight 155 lb,170.0,180.0,1.0588235294117647,25,0.68,3.06,0.44,3.34,0.69,1.26,0.33,0.0,1.0,155
Patricio Freire,2280,34,Featherweight 145 lb,165.0,165.0,1.0,30,0.8666666666666667,2.84,0.41,4.43,0.6,0.6,0.18,0.6,0.94,145
Willamy Freire,2281,34,Lightweight 155 lb,173.0,173.0,1.0,32,0.8125,1.53,0.37,0.93,0.62,0.5,1.0,0.0,0.73,155
Ian Freeman,2282,55,Heavyweight 265 lb,180.0,180.0,1.0,28,0.7142857142857143,2.54,0.48,3.11,0.44,1.44,0.4,0.7,0.8,225
Justin Frazier,2283,32,Heavyweight 265 lb,183.0,190.0,1.0382513661202186,13,0.7692307692307693,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,265
Stephanie Frausto,2284,31,Strawweight 115 lb,157.0,155.0,0.9872611464968153,15,0.5333333333333333,1.43,0.21,3.57,0.6,0.0,0.0,0.0,0.0,115
Rich Franklin,2285,47,Middleweight 185 lb,185.0,193.0,1.0432432432432432,36,0.8055555555555556,4.1,0.44,2.07,0.62,1.31,0.66,0.7,0.63,185
John Franchi,2286,39,Featherweight 145 lb,168.0,170.0,1.0119047619047619,8,0.75,1.83,0.48,2.59,0.48,2.68,0.8,0.3,0.4,145
Francisco France,2287,39,Light Heavyweight 205 lb,183.0,183.0,1.0,19,0.6842105263157895,0.54,0.33,3.51,0.27,0.0,0.0,6.1,0.0,205
Glaico Franca Moreira,2288,31,Lightweight 155 lb,183.0,196.0,1.0710382513661203,20,0.75,2.35,0.42,3.46,0.47,2.68,0.42,0.3,0.76,155
Hermes Franca,2289,47,Lightweight 155 lb,168.0,180.0,1.0714285714285714,41,0.5853658536585366,1.78,0.39,2.85,0.55,1.53,0.36,2.4,0.37,155
Brandon Foxworth,2290,42,Featherweight 145 lb,180.0,180.0,1.0,22,0.8181818181818182,1.33,0.32,4.59,0.5,0.0,0.0,0.0,0.0,145
Xavier Foupa-Pokam,2291,39,Middleweight 185 lb,185.0,185.0,1.0,54,0.5925925925925926,1.47,0.43,2.5,0.49,0.0,0.0,0.0,0.16,185
Brian Foster,2292,37,Welterweight 170 lb,175.0,180.0,1.0285714285714285,37,0.7297297297297297,3.3,0.39,1.63,0.65,3.67,0.6,1.8,0.37,170
Marcel Fortuna,2293,36,Light Heavyweight 205 lb,185.0,188.0,1.0162162162162163,12,0.75,3.83,0.46,4.52,0.64,0.45,0.08,0.5,0.75,205
Renee Forte,2294,34,Lightweight 155 lb,170.0,180.0,1.0588235294117647,12,0.6666666666666666,2.08,0.32,2.12,0.63,2.32,0.58,0.0,0.66,155
Jussier Formiga,2295,36,Flyweight 125 lb,165.0,170.0,1.0303030303030303,31,0.7419354838709677,1.42,0.39,2.34,0.64,1.82,0.35,0.6,0.87,125
Jesse Forbes,2296,37,Middleweight 185 lb,188.0,190.0,1.0106382978723405,20,0.75,2.11,0.24,4.06,0.53,1.79,0.75,1.2,0.66,185
Rob Font,2297,34,Bantamweight 135 lb,173.0,180.0,1.0404624277456647,24,0.7916666666666666,5.64,0.44,3.55,0.59,1.1,0.36,0.5,0.55,135
Caros Fodor,2298,38,Lightweight 155 lb,175.0,188.0,1.0742857142857143,17,0.6470588235294118,2.76,0.54,2.83,0.54,2.1,0.25,0.0,0.5,155
Kenny Florian,2299,45,Featherweight 145 lb,178.0,188.0,1.0561797752808988,20,0.7,2.41,0.4,1.85,0.63,2.22,0.33,1.3,0.6,145
Alejandro Flores,2300,30,Featherweight 145 lb,178.0,185.0,1.0393258426966292,20,0.85,3.66,0.4,2.02,0.54,0.0,0.0,0.0,0.0,145
Ty Flores,2301,28,Light Heavyweight 205 lb,190.0,185.0,0.9736842105263158,10,0.7,2.0,0.37,7.8,0.25,1.0,0.09,0.0,0.0,205
Luke Flores,2302,33,Lightweight 155 lb,183.0,185.0,1.010928961748634,11,0.8181818181818182,1.56,0.44,1.88,0.6,0.0,0.0,1.2,0.4,155
Jimmy Flick,2303,31,Flyweight 125 lb,170.0,173.0,1.0176470588235293,21,0.7619047619047619,1.99,0.58,2.3,0.5,1.81,0.5,7.2,0.0,125
AJ Fletcher,2304,25,Welterweight 170 lb,178.0,170.0,0.9550561797752809,9,1.0,4.17,0.62,1.67,0.76,6.25,0.5,0.0,0.0,170
Colin Fletcher,2305,39,Lightweight 155 lb,188.0,188.0,1.0,22,0.6363636363636364,3.1,0.34,2.97,0.62,0.0,0.0,0.0,0.27,155
Rafael Fiziev,2306,29,Lightweight 155 lb,173.0,180.0,1.0404624277456647,12,0.9166666666666666,5.35,0.52,5.57,0.5,0.48,0.5,0.0,0.95,155
Jon Fitch,2307,44,Welterweight 170 lb,183.0,188.0,1.0273224043715847,38,0.7894736842105263,2.61,0.5,1.65,0.54,3.6,0.51,0.8,0.56,170
Chris Fishgold,2308,29,Featherweight 145 lb,173.0,173.0,1.0,23,0.782608695652174,2.01,0.32,2.7,0.46,2.59,0.46,1.3,0.44,145
Spencer Fisher,2309,45,Lightweight 155 lb,170.0,173.0,1.0176470588235293,33,0.7272727272727273,3.17,0.43,3.03,0.64,0.67,0.3,0.8,0.6,155
Luiz Firmino,2310,39,Lightweight 155 lb,168.0,168.0,1.0,27,0.7037037037037037,1.23,0.5,1.22,0.51,3.86,0.45,0.9,0.2,154
Manon Fiorot,2311,32,Flyweight 125 lb,170.0,165.0,0.9705882352941176,9,0.8888888888888888,7.1,0.42,2.55,0.7,1.87,0.5,0.0,1.0,125
Luigi Fioravanti,2312,41,Welterweight 170 lb,173.0,178.0,1.0289017341040463,41,0.6341463414634146,2.23,0.42,2.21,0.69,3.76,0.63,0.9,0.67,170
Mirko Filipovic,2313,47,Heavyweight 265 lb,188.0,185.0,0.9840425531914894,48,0.7291666666666666,2.11,0.5,1.89,0.63,0.19,0.4,0.3,0.78,230
Andre Fili,2314,31,Featherweight 145 lb,180.0,188.0,1.0444444444444445,29,0.7241379310344828,3.8,0.36,3.86,0.52,2.5,0.5,0.2,0.68,145
Paulo Filho,2315,43,Middleweight 185 lb,173.0,173.0,1.0,32,0.71875,1.86,0.48,1.67,0.66,2.4,0.32,1.6,0.42,185
Edwin Figueroa,2316,37,Bantamweight 135 lb,170.0,175.0,1.0294117647058822,14,0.6428571428571429,2.57,0.39,3.06,0.51,0.2,1.0,0.6,0.37,135
Francisco Figueiredo,2317,32,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,17,0.7058823529411765,1.9,0.58,2.57,0.64,3.0,0.75,0.0,0.87,135
Deiveson Figueiredo,2318,34,Flyweight 125 lb,165.0,173.0,1.0484848484848486,24,0.875,3.27,0.55,3.53,0.52,1.48,0.41,1.8,0.58,125
Ron Fields,2319,47,Light Heavyweight 205 lb,188.0,188.0,1.0,61,0.45901639344262296,0.33,0.33,2.64,0.11,0.0,0.0,0.0,0.0,200
Drew Fickett,2320,42,Lightweight 155 lb,178.0,178.0,1.0,63,0.6666666666666666,2.33,0.41,2.29,0.57,1.3,0.35,2.2,0.3,155
Andre Fialho,2321,27,Welterweight 170 lb,183.0,188.0,1.0273224043715847,18,0.7777777777777778,3.0,0.33,7.13,0.47,0.0,0.0,0.0,0.75,170
Erisson Ferreira da Silva,2322,30,Flyweight 125 lb,168.0,178.0,1.0595238095238095,12,0.9166666666666666,2.2,0.32,3.33,0.57,1.0,1.0,1.0,0.71,125
Diego Ferreira,2323,37,Lightweight 155 lb,175.0,188.0,1.0742857142857143,22,0.7727272727272727,4.67,0.37,3.35,0.56,0.75,0.24,0.8,0.63,155
Cezar Ferreira,2324,37,Middleweight 185 lb,185.0,198.0,1.0702702702702702,21,0.6190476190476191,1.9,0.42,2.44,0.53,2.69,0.53,0.5,0.84,185
Alexandre Ferreira,2325,42,Light Heavyweight 205 lb,170.0,170.0,1.0,24,0.75,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,205
Bibiano Fernandes,2326,41,Featherweight 145 lb,170.0,170.0,1.0,23,0.8695652173913043,2.91,0.4,2.02,0.72,3.97,0.53,0.6,0.77,139
Josh Ferguson,2327,33,Flyweight 125 lb,165.0,165.0,1.0,15,0.6666666666666666,2.13,0.43,4.18,0.32,0.59,0.11,0.0,0.54,125
Tony Ferguson,2328,38,Lightweight 155 lb,180.0,193.0,1.0722222222222222,32,0.8125,5.15,0.45,3.78,0.59,0.42,0.42,1.1,0.67,155
Kevin Ferguson,2329,48,Heavyweight 265 lb,188.0,196.0,1.0425531914893618,7,0.7142857142857143,2.3,0.5,3.41,0.38,3.1,0.72,1.2,0.36,235
Carlos Felipe,2330,27,Heavyweight 265 lb,183.0,190.0,1.0382513661202186,13,0.8461538461538461,4.88,0.45,5.6,0.5,0.0,0.0,0.0,0.72,245
Paul Felder,2331,37,Lightweight 155 lb,180.0,178.0,0.9888888888888889,23,0.7391304347826086,3.7,0.44,3.44,0.48,0.29,0.28,0.2,0.64,155
Kelly Faszholz,2332,36,Bantamweight 135 lb,173.0,173.0,1.0,6,0.6666666666666666,4.01,0.48,3.61,0.52,0.0,0.0,0.0,0.44,135
Rico Farrington,2333,32,Welterweight 170 lb,193.0,201.0,1.0414507772020725,10,0.7,6.33,0.41,7.2,0.51,0.0,0.0,0.0,0.2,170
Chance Farrar,2334,46,Featherweight 145 lb,175.0,175.0,1.0,11,0.7272727272727273,0.81,0.22,2.21,0.67,3.02,1.0,0.0,0.0,145
Kalindra Faria,2335,35,Flyweight 125 lb,170.0,170.0,1.0,27,0.6666666666666666,2.23,0.56,1.44,0.45,1.31,0.66,0.7,0.2,125
Brodie Farber,2336,41,Welterweight 170 lb,185.0,185.0,1.0,23,0.6956521739130435,1.69,0.45,2.17,0.53,0.9,0.5,0.9,0.2,170
Pedro Falcao,2337,29,Bantamweight 135 lb,168.0,168.0,1.0,18,0.8333333333333334,3.02,0.6,0.57,0.65,3.23,0.6,0.0,0.83,135
Maiquel Falcao,2338,41,Middleweight 185 lb,180.0,180.0,1.0,47,0.7872340425531915,1.67,0.55,0.53,0.86,1.0,1.0,3.0,0.71,185
Zarah Fairn,2339,38,Bantamweight 135 lb,173.0,183.0,1.0578034682080926,10,0.6,1.98,0.45,6.61,0.39,0.0,0.0,0.0,0.5,135
Ron Faircloth,2340,42,Light Heavyweight 205 lb,175.0,175.0,1.0,53,0.6226415094339622,0.39,0.4,8.9,0.42,0.0,0.0,0.0,0.0,205
Bartosz Fabinski,2341,35,Welterweight 170 lb,183.0,190.0,1.0382513661202186,20,0.75,2.23,0.68,1.46,0.51,7.1,0.7,0.0,0.8,170
Wagnney Fabiano,2342,46,Featherweight 145 lb,168.0,175.0,1.0416666666666667,20,0.8,1.19,0.38,0.66,0.7,3.44,0.64,0.4,1.0,145
Melinda Fabian,2343,34,Flyweight 125 lb,168.0,168.0,1.0,10,0.4,4.03,0.41,4.0,0.62,0.0,0.0,0.0,1.0,125
Urijah Faber,2344,42,Bantamweight 135 lb,168.0,170.0,1.0119047619047619,46,0.7608695652173914,2.65,0.4,2.59,0.64,1.54,0.3,0.8,0.58,135
Edward Faaloloto,2345,37,Lightweight 155 lb,175.0,178.0,1.0171428571428571,7,0.2857142857142857,2.28,0.32,6.25,0.44,1.01,0.25,0.0,0.33,155
Chris Gutierrez,2346,30,Featherweight 145 lb,175.0,170.0,0.9714285714285714,22,0.7727272727272727,4.63,0.59,2.5,0.62,0.48,0.37,0.2,0.75,145
Horacio Gutierrez,2347,31,Featherweight 145 lb,178.0,178.0,1.0,7,0.5714285714285714,0.86,0.26,2.91,0.46,0.0,0.0,0.0,0.5,145
Justin Guthrie,2348,41,Welterweight 170 lb,185.0,185.0,1.0,27,0.6666666666666666,0.16,0.33,3.74,0.14,2.44,0.25,4.9,0.0,170
Alexander Gustafsson,2349,35,Light Heavyweight 205 lb,196.0,201.0,1.0255102040816326,25,0.72,4.02,0.4,3.42,0.51,1.54,0.39,0.4,0.83,205
Andre Gusmao,2350,44,Light Heavyweight 205 lb,183.0,183.0,1.0,9,0.6666666666666666,2.79,0.43,3.28,0.6,0.0,0.0,0.0,0.6,205
Jorge Gurgel,2351,45,Lightweight 155 lb,170.0,175.0,1.0294117647058822,24,0.5833333333333334,3.37,0.32,3.62,0.62,0.81,0.23,0.5,0.6,155
John Gunther,2352,36,Lightweight 155 lb,175.0,183.0,1.0457142857142858,6,0.8333333333333334,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,155
John Gunderson,2353,43,Lightweight 155 lb,175.0,175.0,1.0,53,0.660377358490566,1.04,0.27,1.71,0.58,1.67,0.33,2.0,0.11,155
Leonardo Guimaraes,2354,39,Middleweight 185 lb,183.0,183.0,1.0,16,0.6875,2.35,0.56,2.99,0.44,0.0,0.0,1.0,0.52,185
Marcelo Guimaraes,2355,38,Middleweight 185 lb,183.0,185.0,1.010928961748634,12,0.75,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,185
Chris Guillen,2356,49,Heavyweight 265 lb,183.0,183.0,1.0,29,0.4482758620689655,0.82,0.27,1.91,0.36,0.0,0.0,0.0,0.0,240
Melvin Guillard,2357,38,Lightweight 155 lb,175.0,180.0,1.0285714285714285,52,0.6153846153846154,2.96,0.4,1.85,0.66,1.3,0.63,0.2,0.61,155
Jason Guida,2358,44,Heavyweight 265 lb,178.0,178.0,1.0,47,0.40425531914893614,1.87,0.4,3.33,0.52,1.0,0.14,1.0,0.5,214
Clay Guida,2359,40,Lightweight 155 lb,170.0,178.0,1.0470588235294118,55,0.6727272727272727,2.53,0.34,2.76,0.62,3.26,0.38,0.7,0.68,155
Shannon Gugerty,2360,40,Lightweight 155 lb,178.0,180.0,1.0112359550561798,22,0.6818181818181818,1.25,0.39,1.88,0.58,2.13,0.27,3.4,0.5,155
Fabricio Guerreiro,2361,31,Featherweight 145 lb,178.0,178.0,1.0,26,0.8076923076923077,1.87,0.31,2.2,0.67,2.0,0.5,0.0,0.0,145
Nandor Guelmino,2362,46,Heavyweight 265 lb,190.0,190.0,1.0,17,0.6470588235294118,3.62,0.56,3.16,0.33,0.0,0.0,0.0,0.42,230
Wang Guan,2363,35,Featherweight 145 lb,175.0,180.0,1.0285714285714285,22,0.9090909090909091,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,145
Mike Grundy,2364,35,Featherweight 145 lb,170.0,183.0,1.076470588235294,15,0.8,2.14,0.45,4.56,0.56,3.78,0.26,0.4,0.5,145
Vik Grujic,2365,45,Welterweight 170 lb,180.0,185.0,1.0277777777777777,12,0.5,2.24,0.48,3.39,0.41,1.18,0.33,0.4,0.26,170
Chris Gruetzemacher,2366,35,Lightweight 155 lb,173.0,173.0,1.0,20,0.75,6.18,0.57,4.96,0.52,0.21,0.5,0.0,0.65,155
Neil Grove,2367,51,Heavyweight 265 lb,198.0,198.0,1.0,21,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,265
Kendall Grove,2368,39,Middleweight 185 lb,198.0,201.0,1.0151515151515151,40,0.575,2.31,0.41,2.4,0.54,0.49,0.45,1.7,0.56,185
Garrett Gross,2369,33,Lightweight 155 lb,175.0,175.0,1.0,18,0.6111111111111112,2.39,0.45,1.67,0.46,0.0,0.0,0.0,0.52,155
Josh Grispi,2370,33,Featherweight 145 lb,180.0,188.0,1.0444444444444445,19,0.7368421052631579,1.44,0.41,3.71,0.5,1.97,0.36,2.2,0.16,145
Maxim Grishin,2371,37,Light Heavyweight 205 lb,190.0,198.0,1.0421052631578946,43,0.7441860465116279,3.4,0.52,2.07,0.59,0.27,0.33,0.0,0.66,205
Chad Griggs,2372,43,Light Heavyweight 205 lb,185.0,185.0,1.0,14,0.7857142857142857,2.67,0.5,2.22,0.46,1.51,0.66,0.0,0.41,205
